filename,TurnSeq,Speaker,Utterance
NCCU-TM016_Sunny.,7,M:,抱
NCCU-TM016_Sunny.,7,M:,的
NCCU-TM016_Sunny.,7,M:,","
NCCU-TM016_Sunny.,7,M:,..
NCCU-TM016_Sunny.,7,M:,只有
NCCU-TM016_Sunny.,7,M:,一
NCCU-TM016_Sunny.,7,M:,個
NCCU-TM016_Sunny.,7,M:,人
NCCU-TM016_Sunny.,7,M:,可以
NCCU-TM016_Sunny.,7,M:,抱
NCCU-TM016_Sunny.,7,M:,而已
NCCU-TM016_Sunny.,7,M:,.
NCCU-TM016_Sunny.,8,F:,..
NCCU-TM016_Sunny.,8,F:,[@@@]=
NCCU-TM016_Sunny.,8,F:,你
NCCU-TM016_Sunny.,8,F:,這樣
NCCU-TM016_Sunny.,8,F:,跟
NCCU-TM016_Sunny.,8,F:,他
NCCU-TM016_Sunny.,8,F:,講
NCCU-TM016_Sunny.,9,M:,[@@@=]
NCCU-TM016_Sunny.,10,M:,..
NCCU-TM016_Sunny.,10,M:,對
NCCU-TM016_Sunny.,10,M:,","
NCCU-TM016_Sunny.,10,M:,..
NCCU-TM016_Sunny.,10,M:,然後
NCCU-TM016_Sunny.,10,M:,他
NCCU-TM016_Sunny.,10,M:,整
NCCU-TM016_Sunny.,10,M:,個
NCCU-TM016_Sunny.,10,M:,人
NCCU-TM016_Sunny.,10,M:,喔
NCCU-TM016_Sunny.,10,M:,喔
NCCU-TM016_Sunny.,10,M:,喔
NCCU-TM016_Sunny.,10,M:,..
NCCU-TM016_Sunny.,10,M:,這樣
NCCU-TM016_Sunny.,10,M:,..
NCCU-TM016_Sunny.,10,M:,趕快
NCCU-TM016_Sunny.,10,M:,放開
NCCU-TM016_Sunny.,10,M:,.
NCCU-TM016_Sunny.,11,F:,..
NCCU-TM016_Sunny.,11,F:,@
NCCU-TM016_Sunny.,12,M:,..
NCCU-TM016_Sunny.,12,M:,然後
NCCU-TM016_Sunny.,12,M:,第二
NCCU-TM016_Sunny.,12,M:,次
NCCU-TM016_Sunny.,12,M:,喔
NCCU-TM016_Sunny.,12,M:,","
NCCU-TM016_Sunny.,12,M:,..
NCCU-TM016_Sunny.,12,M:,第二
NCCU-TM016_Sunny.,12,M:,次
NCCU-TM016_Sunny.,12,M:,我
NCCU-TM016_Sunny.,12,M:,坐
NCCU-TM016_Sunny.,12,M:,在
NCCU-TM016_Sunny.,12,M:,辦公室
NCCU-TM016_Sunny.,12,M:,","
NCCU-TM016_Sunny.,12,M:,..
NCCU-TM016_Sunny.,12,M:,他
NCCU-TM016_Sunny.,12,M:,過
NCCU-TM016_Sunny.,12,M:,來
NCCU-TM016_Sunny.,12,M:,我
NCCU-TM016_Sunny.,12,M:,不
NCCU-TM016_Sunny.,12,M:,知道
NCCU-TM016_Sunny.,12,M:,..
NCCU-TM016_Sunny.,12,M:,承認
NCCU-TM016_Sunny.,12,M:,甚麼
NCCU-TM016_Sunny.,12,M:,事
NCCU-TM016_Sunny.,12,M:,..
NCCU-TM016_Sunny.,12,M:,又
NCCU-TM016_Sunny.,12,M:,錯
NCCU-TM016_Sunny.,12,M:,..
NCCU-TM016_Sunny.,12,M:,然後
NCCU-TM016_Sunny.,12,M:,就
NCCU-TM016_Sunny.,12,M:,過來
NCCU-TM016_Sunny.,12,M:,摸
NCCU-TM016_Sunny.,12,M:,我
NCCU-TM016_Sunny.,12,M:,的
NCCU-TM016_Sunny.,12,M:,頭
NCCU-TM016_Sunny.,12,M:,","
NCCU-TM016_Sunny.,12,M:,..
NCCU-TM016_Sunny.,12,M:,我
NCCU-TM016_Sunny.,12,M:,說
NCCU-TM016_Sunny.,12,M:,手
NCCU-TM016_Sunny.,12,M:,拿
NCCU-TM016_Sunny.,12,M:,開
NCCU-TM016_Sunny.,12,M:,","
NCCU-TM016_Sunny.,12,M:,..
NCCU-TM016_Sunny.,12,M:,這個
NCCU-TM016_Sunny.,12,M:,也
NCCU-TM016_Sunny.,12,M:,不是
NCCU-TM016_Sunny.,12,M:,你
NCCU-TM016_Sunny.,12,M:,能夠
NCCU-TM016_Sunny.,12,M:,摸
NCCU-TM016_Sunny.,12,M:,的
NCCU-TM016_Sunny.,12,M:,[@@@=]
NCCU-TM016_Sunny.,13,F:,[@@@=]
NCCU-TM016_Sunny.,13,F:,.
NCCU-TM016_Sunny.,14,M:,他
NCCU-TM016_Sunny.,14,M:,整
NCCU-TM016_Sunny.,14,M:,個
NCCU-TM016_Sunny.,14,M:,人
NCCU-TM016_Sunny.,14,M:,很
NCCU-TM016_Sunny.,14,M:,尷尬
NCCU-TM016_Sunny.,14,M:,.
NCCU-TM016_Sunny.,15,F:,你
NCCU-TM016_Sunny.,15,F:,很
NCCU-TM016_Sunny.,15,F:,over
NCCU-TM016_Sunny.,15,F:,吧
NCCU-TM016_Sunny.,15,F:,.
NCCU-TM016_Sunny.,15,F:,..
NCCU-TM016_Sunny.,15,F:,可是
NCCU-TM016_Sunny.,15,F:,很
NCCU-TM016_Sunny.,15,F:,好
NCCU-TM016_Sunny.,15,F:,","
NCCU-TM016_Sunny.,15,F:,..
NCCU-TM016_Sunny.,15,F:,以後
NCCU-TM016_Sunny.,15,F:,[就
NCCU-TM016_Sunny.,15,F:,這樣]
NCCU-TM016_Sunny.,15,F:,.
NCCU-TM016_Sunny.,16,M:,[對
NCCU-TM016_Sunny.,16,M:,啊]
NCCU-TM016_Sunny.,17,F:,..
NCCU-TM016_Sunny.,17,F:,[[@@@]]
NCCU-TM016_Sunny.,18,M:,[[@@@]]
NCCU-TM016_Sunny.,18,M:,..
NCCU-TM016_Sunny.,18,M:,他
NCCU-TM016_Sunny.,18,M:,也
NCCU-TM016_Sunny.,18,M:,很
NCCU-TM016_Sunny.,18,M:,好笑
NCCU-TM016_Sunny.,18,M:,啊
NCCU-TM016_Sunny.,18,M:,.
NCCU-TM016_Sunny.,18,M:,..
NCCU-TM016_Sunny.,18,M:,然後
NCCU-TM016_Sunny.,18,M:,他
NCCU-TM016_Sunny.,18,M:,說
NCCU-TM016_Sunny.,18,M:,我
NCCU-TM016_Sunny.,18,M:,快
NCCU-TM016_Sunny.,18,M:,被
NCCU-TM016_Sunny.,18,M:,淹死
NCCU-TM016_Sunny.,18,M:,了
NCCU-TM016_Sunny.,18,M:,.
NCCU-TM016_Sunny.,19,F:,..
NCCU-TM016_Sunny.,19,F:,你
NCCU-TM016_Sunny.,19,F:,?
NCCU-TM016_Sunny.,20,M:,..
NCCU-TM016_Sunny.,20,M:,嗯
NCCU-TM016_Sunny.,20,M:,.
NCCU-TM016_Sunny.,21,F:,..
NCCU-TM016_Sunny.,21,F:,你
NCCU-TM016_Sunny.,21,F:,淹死
NCCU-TM016_Sunny.,21,F:,?
NCCU-TM016_Sunny.,22,M:,..
NCCU-TM016_Sunny.,22,M:,嗯
NCCU-TM016_Sunny.,22,M:,.
NCCU-TM016_Sunny.,23,F:,..
NCCU-TM016_Sunny.,23,F:,為甚麼
NCCU-TM016_Sunny.,23,F:,?
NCCU-TM016_Sunny.,24,M:,..
NCCU-TM016_Sunny.,24,M:,因為
NCCU-TM016_Sunny.,24,M:,他
NCCU-TM016_Sunny.,24,M:,說
NCCU-TM016_Sunny.,24,M:,我
NCCU-TM016_Sunny.,24,M:,沈浸
NCCU-TM016_Sunny.,24,M:,在
NCCU-TM016_Sunny.,24,M:,愛河
NCCU-TM016_Sunny.,24,M:,裡面
NCCU-TM016_Sunny.,24,M:,","
NCCU-TM016_Sunny.,24,M:,..
NCCU-TM016_Sunny.,24,M:,快
NCCU-TM016_Sunny.,24,M:,被
NCCU-TM016_Sunny.,24,M:,淹死
NCCU-TM016_Sunny.,24,M:,了
NCCU-TM016_Sunny.,24,M:,.
NCCU-TM016_Sunny.,25,F:,..
NCCU-TM016_Sunny.,25,F:,那
NCCU-TM016_Sunny.,25,F:,跟
NCCU-TM016_Sunny.,25,F:,掃
NCCU-TM016_Sunny.,25,F:,螞蟻
NCCU-TM016_Sunny.,25,F:,有
NCCU-TM016_Sunny.,25,F:,甚麼
NCCU-TM016_Sunny.,25,F:,兩樣
NCCU-TM016_Sunny.,25,F:,.
NCCU-TM016_Sunny.,26,M:,..
NCCU-TM016_Sunny.,26,M:,對
NCCU-TM016_Sunny.,26,M:,啊
NCCU-TM016_Sunny.,26,M:,","
NCCU-TM016_Sunny.,26,M:,..
NCCU-TM016_Sunny.,26,M:,整個
NCCU-TM016_Sunny.,26,M:,很
NCCU-TM016_Sunny.,26,M:,好笑
NCCU-TM016_Sunny.,26,M:,[喜歡
NCCU-TM016_Sunny.,26,M:,虧
NCCU-TM016_Sunny.,26,M:,我]
NCCU-TM016_Sunny.,26,M:,.
NCCU-TM016_Sunny.,27,F:,[他
NCCU-TM016_Sunny.,27,F:,那天
NCCU-TM016_Sunny.,27,F:,很
NCCU-TM016_Sunny.,27,F:,好笑]
NCCU-TM016_Sunny.,27,F:,","
NCCU-TM016_Sunny.,27,F:,..
NCCU-TM016_Sunny.,27,F:,掃地
NCCU-TM016_Sunny.,27,F:,就
NCCU-TM016_Sunny.,27,F:,掃地
NCCU-TM016_Sunny.,27,F:,","
NCCU-TM016_Sunny.,27,F:,..
NCCU-TM016_Sunny.,27,F:,掃
NCCU-TM016_Sunny.,27,F:,甚麼
NCCU-TM016_Sunny.,27,F:,","
NCCU-TM016_Sunny.,27,F:,..
NCCU-TM016_Sunny.,27,F:,[[掃
NCCU-TM016_Sunny.,27,F:,螞蟻]]
NCCU-TM016_Sunny.,27,F:,.
NCCU-TM016_Sunny.,28,M:,[[掃
NCCU-TM016_Sunny.,28,M:,螞蟻]]
NCCU-TM016_Sunny.,28,M:,.
NCCU-TM016_Sunny.,28,M:,..
NCCU-TM016_Sunny.,28,M:,@
NCCU-TM016_Sunny.,29,F:,..
NCCU-TM016_Sunny.,29,F:,為甚麼
NCCU-TM016_Sunny.,29,F:,?
NCCU-TM016_Sunny.,30,M:,..
NCCU-TM016_Sunny.,30,M:,啊
NCCU-TM016_Sunny.,31,F:,..
NCCU-TM016_Sunny.,31,F:,[為]甚麼
NCCU-TM016_Sunny.,31,F:,要
NCCU-TM016_Sunny.,31,F:,掃
NCCU-TM016_Sunny.,31,F:,螞蟻
NCCU-TM016_Sunny.,32,M:,[就]
NCCU-TM016_Sunny.,32,M:,..
NCCU-TM016_Sunny.,32,M:,就
NCCU-TM016_Sunny.,32,M:,..
NCCU-TM016_Sunny.,32,M:,太
NCCU-TM016_Sunny.,32,M:,甜
NCCU-TM016_Sunny.,32,M:,了
NCCU-TM016_Sunny.,32,M:,啊
NCCU-TM016_Sunny.,32,M:,.
NCCU-TM016_Sunny.,33,M:,..
NCCU-TM016_Sunny.,33,M:,吸引
NCCU-TM016_Sunny.,33,M:,一
NCCU-TM016_Sunny.,33,M:,堆
NCCU-TM016_Sunny.,33,M:,螞蟻
NCCU-TM016_Sunny.,33,M:,過來
NCCU-TM016_Sunny.,33,F:,..
NCCU-TM016_Sunny.,33,F:,@@@=
NCCU-TM016_Sunny.,33,M:,..
NCCU-TM016_Sunny.,33,M:,笑
NCCU-TM016_Sunny.,33,M:,得
NCCU-TM016_Sunny.,33,M:,太
NCCU-TM016_Sunny.,33,M:,甜
NCCU-TM016_Sunny.,33,M:,了
NCCU-TM016_Sunny.,33,M:,.
NCCU-TM016_Sunny.,35,M:,...
NCCU-TM016_Sunny.,35,M:,Jason
NCCU-TM016_Sunny.,35,M:,其實
NCCU-TM016_Sunny.,35,M:,人
NCCU-TM016_Sunny.,35,M:,","
NCCU-TM016_Sunny.,35,M:,..
NCCU-TM016_Sunny.,35,M:,人
NCCU-TM016_Sunny.,35,M:,很
NCCU-TM016_Sunny.,35,M:,好
NCCU-TM016_Sunny.,35,M:,.
NCCU-TM016_Sunny.,36,F:,..
NCCU-TM016_Sunny.,36,F:,對
NCCU-TM016_Sunny.,36,F:,啊
NCCU-TM016_Sunny.,36,F:,","
NCCU-TM016_Sunny.,36,F:,..
NCCU-TM016_Sunny.,36,F:,我們
NCCU-TM016_Sunny.,36,F:,改天
NCCU-TM016_Sunny.,36,F:,找
NCCU-TM016_Sunny.,36,F:,他
NCCU-TM016_Sunny.,36,F:,吃
NCCU-TM016_Sunny.,36,F:,[[飯
NCCU-TM016_Sunny.,36,F:,哪]]
NCCU-TM016_Sunny.,36,F:,.
NCCU-TM016_Sunny.,37,M:,[[有
NCCU-TM016_Sunny.,37,M:,啊
NCCU-TM016_Sunny.,37,M:,我
NCCU-TM016_Sunny.,37,M:,有
NCCU-TM016_Sunny.,37,M:,跟
NCCU-TM016_Sunny.,37,M:,他
NCCU-TM016_Sunny.,37,M:,講]]
NCCU-TM016_Sunny.,38,M:,..
NCCU-TM016_Sunny.,38,M:,對
NCCU-TM016_Sunny.,38,M:,啊
NCCU-TM016_Sunny.,39,F:,那
NCCU-TM016_Sunny.,39,F:,..
NCCU-TM016_Sunny.,39,F:,那
NCCU-TM016_Sunny.,39,F:,這個
NCCU-TM016_Sunny.,39,F:,就
NCCU-TM016_Sunny.,39,F:,真的
NCCU-TM016_Sunny.,39,F:,你
NCCU-TM016_Sunny.,39,F:,來
NCCU-TM016_Sunny.,39,F:,排
NCCU-TM016_Sunny.,39,F:,了
NCCU-TM016_Sunny.,39,F:,.
NCCU-TM016_Sunny.,40,M:,..
NCCU-TM016_Sunny.,40,M:,嗯
NCCU-TM016_Sunny.,40,M:,","
NCCU-TM016_Sunny.,40,M:,..
NCCU-TM016_Sunny.,40,M:,好
NCCU-TM016_Sunny.,40,M:,.
NCCU-TM016_Sunny.,41,F:,..
NCCU-TM016_Sunny.,41,F:,反正
NCCU-TM016_Sunny.,41,F:,我
NCCU-TM016_Sunny.,41,F:,就是
NCCU-TM016_Sunny.,41,F:,晚上
NCCU-TM016_Sunny.,41,F:,.
NCCU-TM016_Sunny.,42,M:,..
NCCU-TM016_Sunny.,42,M:,嗯
NCCU-TM016_Sunny.,42,M:,.
NCCU-TM016_Sunny.,43,F:,..
NCCU-TM016_Sunny.,43,F:,如果
NCCU-TM016_Sunny.,43,F:,不是
NCCU-TM016_Sunny.,43,F:,weekend
NCCU-TM016_Sunny.,43,F:,的
NCCU-TM016_Sunny.,43,F:,話
NCCU-TM016_Sunny.,43,F:,.
NCCU-TM016_Sunny.,44,M:,..
NCCU-TM016_Sunny.,44,M:,OK
NCCU-TM016_Sunny.,44,M:,","
NCCU-TM016_Sunny.,44,M:,...
NCCU-TM016_Sunny.,44,M:,可以
NCCU-TM016_Sunny.,44,M:,叫
NCCU-TM016_Sunny.,44,M:,他
NCCU-TM016_Sunny.,44,M:,帶
NCCU-TM016_Sunny.,44,M:,他
NCCU-TM016_Sunny.,44,M:,女朋友
NCCU-TM016_Sunny.,44,M:,","
NCCU-TM016_Sunny.,44,M:,..
NCCU-TM016_Sunny.,44,M:,沒有
NCCU-TM016_Sunny.,44,M:,[曝光
NCCU-TM016_Sunny.,44,M:,的]
NCCU-TM016_Sunny.,44,M:,","
NCCU-TM016_Sunny.,45,F:,[<X
NCCU-TM016_Sunny.,45,F:,有
NCCU-TM016_Sunny.,45,F:,伴
NCCU-TM016_Sunny.,45,F:,X>]
NCCU-TM016_Sunny.,46,M:,..
NCCU-TM016_Sunny.,46,M:,<X
NCCU-TM016_Sunny.,46,M:,有
NCCU-TM016_Sunny.,46,M:,伴
NCCU-TM016_Sunny.,46,M:,X>
NCCU-TM016_Sunny.,46,M:,..
NCCU-TM016_Sunny.,46,M:,沒有
NCCU-TM016_Sunny.,46,M:,曝
NCCU-TM016_Sunny.,46,M:,..
NCCU-TM016_Sunny.,46,M:,曝光
NCCU-TM016_Sunny.,46,M:,過
NCCU-TM016_Sunny.,46,M:,的
NCCU-TM016_Sunny.,46,M:,.
NCCU-TM016_Sunny.,47,F:,..
NCCU-TM016_Sunny.,47,F:,到
NCCU-TM016_Sunny.,47,F:,現在
NCCU-TM016_Sunny.,47,F:,都
NCCU-TM016_Sunny.,47,F:,沒有
NCCU-TM016_Sunny.,47,F:,嗎
NCCU-TM016_Sunny.,47,F:,?
NCCU-TM016_Sunny.,48,M:,..
NCCU-TM016_Sunny.,48,M:,大家
NCCU-TM016_Sunny.,48,M:,應該
NCCU-TM016_Sunny.,48,M:,大家
NCCU-TM016_Sunny.,48,M:,現在
NCCU-TM016_Sunny.,48,M:,應該
NCCU-TM016_Sunny.,48,M:,知道
NCCU-TM016_Sunny.,48,M:,","
NCCU-TM016_Sunny.,48,M:,..
NCCU-TM016_Sunny.,48,M:,可是
NCCU-TM016_Sunny.,48,M:,你
NCCU-TM016_Sunny.,48,M:,想想
NCCU-TM016_Sunny.,48,M:,看
NCCU-TM016_Sunny.,48,M:,他們
NCCU-TM016_Sunny.,48,M:,交往
NCCU-TM016_Sunny.,48,M:,多久
NCCU-TM016_Sunny.,48,M:,了
NCCU-TM016_Sunny.,48,M:,","
NCCU-TM016_Sunny.,48,M:,..
NCCU-TM016_Sunny.,48,M:,三年
NCCU-TM016_Sunny.,48,M:,了
NCCU-TM016_Sunny.,48,M:,","
NCCU-TM016_Sunny.,48,M:,..
NCCU-TM016_Sunny.,48,M:,三年
NCCU-TM016_Sunny.,48,M:,le
NCCU-TM016_Sunny.,48,M:,.
NCCU-TM016_Sunny.,48,M:,..
NCCU-TM016_Sunny.,48,M:,然後
NCCU-TM016_Sunny.,48,M:,他
NCCU-TM016_Sunny.,48,M:,一直
NCCU-TM016_Sunny.,48,M:,隱藏
NCCU-TM016_Sunny.,48,M:,得
NCCU-TM016_Sunny.,48,M:,很
NCCU-TM016_Sunny.,48,M:,好
NCCU-TM016_Sunny.,48,M:,.
NCCU-TM016_Sunny.,49,F:,..
NCCU-TM016_Sunny.,49,F:,很
NCCU-TM016_Sunny.,49,F:,久
NCCU-TM016_Sunny.,49,F:,嗎
NCCU-TM016_Sunny.,49,F:,?
NCCU-TM016_Sunny.,50,M:,..
NCCU-TM016_Sunny.,50,M:,可是
NCCU-TM016_Sunny.,50,M:,在
NCCU-TM016_Sunny.,50,M:,公司
NCCU-TM016_Sunny.,50,M:,來講
NCCU-TM016_Sunny.,50,M:,他們
NCCU-TM016_Sunny.,50,M:,是
NCCU-TM016_Sunny.,50,M:,同一
NCCU-TM016_Sunny.,50,M:,個
NCCU-TM016_Sunny.,50,M:,部門
NCCU-TM016_Sunny.,50,M:,","
NCCU-TM016_Sunny.,50,M:,..
NCCU-TM016_Sunny.,50,M:,在
NCCU-TM016_Sunny.,50,M:,同一
NCCU-TM016_Sunny.,50,M:,個
NCCU-TM016_Sunny.,50,M:,部[門]
NCCU-TM016_Sunny.,50,M:,.
NCCU-TM016_Sunny.,51,F:,[喔]
NCCU-TM016_Sunny.,51,F:,你
NCCU-TM016_Sunny.,51,F:,是
NCCU-TM016_Sunny.,51,F:,說
NCCU-TM016_Sunny.,51,F:,時間
NCCU-TM016_Sunny.,51,F:,很
NCCU-TM016_Sunny.,51,F:,久
NCCU-TM016_Sunny.,51,F:,","
NCCU-TM016_Sunny.,51,F:,..
NCCU-TM016_Sunny.,51,F:,可是
NCCU-TM016_Sunny.,51,F:,是
NCCU-TM016_Sunny.,51,F:,","
NCCU-TM016_Sunny.,51,F:,..
NCCU-TM016_Sunny.,51,F:,大家
NCCU-TM016_Sunny.,51,F:,不
NCCU-TM016_Sunny.,51,F:,知道
NCCU-TM016_Sunny.,51,F:,的
NCCU-TM016_Sunny.,51,F:,情況
NCCU-TM016_Sunny.,51,F:,之下
NCCU-TM016_Sunny.,51,F:,.
NCCU-TM016_Sunny.,52,M:,..
NCCU-TM016_Sunny.,52,M:,對
NCCU-TM016_Sunny.,52,M:,.
NCCU-TM016_Sunny.,53,F:,..
NCCU-TM016_Sunny.,53,F:,還
NCCU-TM016_Sunny.,53,F:,那麼
NCCU-TM016_Sunny.,53,F:,久
NCCU-TM016_Sunny.,53,F:,又
NCCU-TM016_Sunny.,53,F:,同
NCCU-TM016_Sunny.,53,F:,部門
NCCU-TM016_Sunny.,53,F:,.
NCCU-TM016_Sunny.,54,M:,..
NCCU-TM016_Sunny.,54,M:,對
NCCU-TM016_Sunny.,54,M:,.
NCCU-TM016_Sunny.,54,M:,..
NCCU-TM016_Sunny.,54,M:,然後
NCCU-TM016_Sunny.,54,M:,都
NCCU-TM016_Sunny.,54,M:,沒有
NCCU-TM016_Sunny.,54,M:,一些
NCCU-TM016_Sunny.,54,M:,破綻
NCCU-TM016_Sunny.,54,M:,.
NCCU-TM016_Sunny.,55,F:,..
NCCU-TM016_Sunny.,55,F:,你
NCCU-TM016_Sunny.,55,F:,講
NCCU-TM016_Sunny.,55,F:,的
NCCU-TM016_Sunny.,55,F:,這
NCCU-TM016_Sunny.,55,F:,","
NCCU-TM016_Sunny.,55,F:,..
NCCU-TM016_Sunny.,55,F:,我
NCCU-TM016_Sunny.,55,F:,那天
NCCU-TM016_Sunny.,55,F:,不是
NCCU-TM016_Sunny.,55,F:,跟
NCCU-TM016_Sunny.,55,F:,V
NCCU-TM016_Sunny.,55,F:,聊天
NCCU-TM016_Sunny.,55,F:,","
NCCU-TM016_Sunny.,55,F:,..
NCCU-TM016_Sunny.,55,F:,我
NCCU-TM016_Sunny.,55,F:,就
NCCU-TM016_Sunny.,55,F:,說
NCCU-TM016_Sunny.,55,F:,","
NCCU-TM016_Sunny.,55,F:,..
NCCU-TM016_Sunny.,55,F:,喔
NCCU-TM016_Sunny.,55,F:,","
NCCU-TM016_Sunny.,55,F:,..
NCCU-TM016_Sunny.,55,F:,有
NCCU-TM016_Sunny.,55,F:,可能
NCCU-TM016_Sunny.,55,F:,E
NCCU-TM016_Sunny.,55,F:,又
NCCU-TM016_Sunny.,55,F:,要
NCCU-TM016_Sunny.,55,F:,調
NCCU-TM016_Sunny.,55,F:,回去
NCCU-TM016_Sunny.,55,F:,高雄
NCCU-TM016_Sunny.,55,F:,了
NCCU-TM016_Sunny.,55,F:,.
NCCU-TM016_Sunny.,56,M:,..
NCCU-TM016_Sunny.,56,M:,嗯
NCCU-TM016_Sunny.,57,F:,..
NCCU-TM016_Sunny.,57,F:,然後
NCCU-TM016_Sunny.,57,F:,他
NCCU-TM016_Sunny.,57,F:,就
NCCU-TM016_Sunny.,57,F:,說
NCCU-TM016_Sunny.,57,F:,那天
NCCU-TM016_Sunny.,57,F:,他
NCCU-TM016_Sunny.,57,F:,跟
NCCU-TM016_Sunny.,57,F:,鈴
NCCU-TM016_Sunny.,57,F:,聊
NCCU-TM016_Sunny.,57,F:,很
NCCU-TM016_Sunny.,57,F:,久
NCCU-TM016_Sunny.,57,F:,啊
NCCU-TM016_Sunny.,57,F:,","
NCCU-TM016_Sunny.,57,F:,..
NCCU-TM016_Sunny.,57,F:,甚麼
NCCU-TM016_Sunny.,57,F:,的
NCCU-TM016_Sunny.,57,F:,.
NCCU-TM016_Sunny.,57,F:,..
NCCU-TM016_Sunny.,57,F:,然後
NCCU-TM016_Sunny.,57,F:,就
NCCU-TM016_Sunny.,57,F:,說
NCCU-TM016_Sunny.,57,F:,他
NCCU-TM016_Sunny.,57,F:,了解
NCCU-TM016_Sunny.,57,F:,E
NCCU-TM016_Sunny.,57,F:,的
NCCU-TM016_Sunny.,57,F:,處境
NCCU-TM016_Sunny.,57,F:,啊
NCCU-TM016_Sunny.,57,F:,","
NCCU-TM016_Sunny.,57,F:,..
NCCU-TM016_Sunny.,57,F:,畢竟
NCCU-TM016_Sunny.,57,F:,在
NCCU-TM016_Sunny.,57,F:,同一
NCCU-TM016_Sunny.,57,F:,個
NCCU-TM016_Sunny.,57,F:,公司
NCCU-TM016_Sunny.,57,F:,綁手綁腳
NCCU-TM016_Sunny.,57,F:,的
NCCU-TM016_Sunny.,57,F:,.
NCCU-TM016_Sunny.,57,F:,..
NCCU-TM016_Sunny.,57,F:,我
NCCU-TM016_Sunny.,57,F:,就
NCCU-TM016_Sunny.,57,F:,不
NCCU-TM016_Sunny.,57,F:,認同
NCCU-TM016_Sunny.,57,F:,.
NCCU-TM016_Sunny.,57,F:,...
NCCU-TM016_Sunny.,57,F:,我
NCCU-TM016_Sunny.,57,F:,沒有
NCCU-TM016_Sunny.,57,F:,回
NCCU-TM016_Sunny.,57,F:,他
